Arabic Word 	Gloss	Diacritized Reference
القيسية	Qaysiyeh	قَيْسِيَّة
ليثارثا	Lizartza	لِيثَارْثَا
أرسينييف	Arsenyev	أَرْسِينِييِف
ليثيرا	Lécera	لِيثِيرَا
ليثبريدج	Lethbridge	لِيثْبْرِيدْج
بولوناروا	Polonnaruwa	بُولُونَارُوَا
بالفانتاش	Polvontosh	بَالْفَانْتَاش
بوبريكاني	Popricani	بُوبْرِيكَانِي
لوديانا	Ludhiana	لُودْيَانَا
لودويغ	Ludwig	لُودُوِيغ
لوفيليا	Lovilia	لُوفِيلِيَا
سنغالي	Sangli	سَنْغَالِي
لوفيرس	Luveris	لُوفِيرِس
ساتسوما	Satsuma	سَاتْسُومَا
أبينغدون	Abingdon	أَبِينْغْدُون
لوفليز	Lovelyz	لُوفْلِيز
لوغانثان	Loganathan	لُوغَانَثَان
بورشانغر	Porsanger	بُورْشَانْغَر
لوغروس	Lugros	لُوغْرُوس
لوجكوف	Luzhkov	لُوجْكُوف
لوكريشا	Lucretia	لُوكْرِيشَا
أورتستوك	Ortstock	أُورْتْسْتُوك
لوبينجر	Lobinger	لُوبِينْجَر
لوبود	Lopud	لُوبُود
لوكوست	Locust	لُوكُوسْت
لومبارد	Lombard	لُومْبَارْد
لومبيني	Lumbini	لُومْبِينِي
لوناكونينغ	Lonaconing	لُونَاكُونِينْغ
لورينزا	Lorenza	لُورِينْزَا
بورشه	Porsche	بُورْشْه
بورتسال	Portsall	بُورْتْسَال
بوشاغا	Poșaga	بُوشَاغَا
لوتشرا	Lucera	لُوتْشِرَا
بوتوماك	Potomac	بُوتُومَاك
لوتزوراي	Lotzorai	لُوتْزُورَاي
لويال	Loyal	لُويَال
لويال	Loyall	لُويَال
مذركير	Mothercare	مَذَرْكِير
مشاكوس	Machakos	مَشَاكُوس
سيمرايز	Symrise	سِيمْرَايْز
مشارب	Masharib	مَشَارِب
باويفيو	Powfu	بَاوِيفِيُو
ماشيكي	Mashike	مَاشِيكِي
بريسمان	Pressman	بْرِيسْمَان
تيواناكو	Tiwanaku	تِيوَانَاكُو
لورد	Lord	لُورْد
لورد	Lorde	لُورْد
لورد	Lourdes	لُورْد
بريوريس	Preures	بْرِيُورِيس
ماداكيت	Madaket	مَادَاكِيت
مادريد	Madrid	مَادْرِيد
ماكراكومي	Makrakomi	مَاكْرَاكُومِي
ورامدة	Varamdeh	وَرَامْدَة
مالوريني	Mălureni	مَالُورِينِي
مانارا	Manara	مَانَارَا
فارنغآو	Warngau	فَارْنْغَآو
فتوتس	Vytautas	فِتَوْتَس
ماناسلو	Manaslu	مَانَاسْلُو
وايتفيل	Whiteville	وَايْتْفِيل
ماناونغ	Manaung	مَانَاوَنْغ
ياجيروبي	Yajirobe	يَاجِيرُوبِي
مانزا	Manassa	مَانَزَا
برينسفيل	Princeville	بْرِينْسْفِيل
بريسمان	Prismane	بْرِيسْمَان
زاركينت	Zharkent	زَارْكِينْت
مانديانا	Mandiana	مَانْدِيَانَا
بركوسي	Prkosi	بْرْكُوسِي
فولرتون	Fullerton	فُولِرْتُون
ماراموريش	Maramureș	مَارَامُورِيش
فورفيلد	Fürfeld	فُورْفِيلْد
عجليبوول	Aglibol	عَجْلِيبُووْل
القصمتين	Al-Qasmitayn	قَصْمِتَيْن
الرحباني	Al-Rahbani	رَحْبَانِيّ
الشيباني	Al-Shaybani	شَيْبَانِيّ
اليعقوبي	Al-Yaqoubi	يَعْقُوبِيّ
مارانغوابي	Maranguape	مَارَانْغُوَابِي
ماريبا	Maripá	مَارِيبَا
مادوك	Maddock	مَادُوك
مادوك	Madoc	مَادُوك
مادون	Madun	مَادُون
ماريدي	Maridi	مَارِيدِي
ماغازين	Magazine	مَاغَازِين
ماغنيس	Magness	مَاغْنِيس
ماكامبا	Makamba	مَاكَامْبَا
ماكارا	Macará	مَاكَارَا
ماكاروف	Makarov	مَاكَارُوف
ماكي	Mackey	مَاكِي
ماكي	Maki	مَاكِي
ماكي	McKee	مَاكِي
ماريسا	Marisa	مَارِيسَا
ماكليمور	Macklemore	مَاكْلِيمُور
ماكلين	Maclean	مَاكْلِين
ماكلين	MacLean	مَاكْلِين
أرايتا	Arrieta	أَرَّايِتَا
ماكلين	McLain	مَاكْلِين
ماريسا	Marissa	مَارِيسَا
مارشي	Marchi	مَارْشِي
مارغريتا	Margarita	مَارْغَرِيتَا
هالتاون	Halltown	هَالْتَاوْن
مارساليا	Marsaglia	مَارْسَالْيَا
مارسيل	Marcelle	مَارْسِيل
مارتن	Martin	مَارْتِن
بخشايش	Bakhshayesh	بَخْشَايِش
بالابيو	Ballabio	بَالَّابِيُو
بالتساتس	Bălțați	بَالْتْسَاتْس
همبلدن	Hambleden	هَمْبِلْدِن
بانيولاس	Banyoles	بَانْيُولَاس
بروبرتيوس	Propertius	بْرُوبَرْتِيُوس
مانتل	Mantel	مَانْتِل
مارثا	Martha	مَارْثَا
باورامة	Bavrameh	بَاوَرَامَة
البقالطة	Bekalta	بِقَالْطَة
البلفيدير	Belvédère	بَلْفِيدِير
شاغونور	Shagonar	شَاغُونَوْر
بروكسي	Proxi	بْرُوكْسِي
بروكسي	Proxy	بْرُوكْسِي
بيددنهم	Biddenham	بِيدْدِنْهَم
بيثاغوريو	Pythagoreio	بِيثَاغُورِيُو
ماساي	Masai	مَاسَاي
ماسين	Maasin	مَاسِين
جيدبورغ	Jedburgh	جِيدْبُورْغ
ماريو	Mario	مَارِيُو
ماريو	Mário	مَارِيُو
ماسكيتو	Maschito	مَاسْكِيتُو
ماسكودا	Muscoda	مَاسْكُودَا
قعاني	Qaani	قَعَانِي
ماسوفيل	Massueville	مَاسُوفِيل
ماتاموروس	Matamoros	مَاتَامُورُوس
ماتيسون	Matteson	مَاتِيسُون
براييليف	Brailiv	بْرَايِيلِيف
ماورديان	Mavardian	مَاوَرْدِيَان
قفين	Qaffin	قَفِّين
قلاطية	Qalatiyah	قَلَاطِيَّة
كيونغجي	Qiongjie	كِيوُنْغْجِي
مبيكا	Mpika	مَبِيكَا
مداوروش	M'Daourouch	مَدَاوُرُوش
كاليغولا	Caligula	كَالِيغُولَا
كادنبآخ	Kadenbach	كَادِنْبَآخ
معبد	Mabad	مَعْبَد
شنأيتآخ	Schnaittach	شْنَأْيِتْآخ
معمولان	Mamulan	مَعْمُولَان
قرغن	Qorghan	قُرْغَن
كواسكيوتن	Quasqueton	كُوَاسْكِيُوتْن
كاربنتر	Carpenter	كَارْبِنْتِر
مفشق	Mafshaq	مَفْشَق
مغانجيق	Moghanjiq	مُغَانْجِيق
اكتسينس	Aktisanes	أَكْتِسِينِس
سيرايلوس	Cerrillos	سِيرَايِلُوس
رواضي	Rouadi	رُوَاضِي
مغنية	Maghnia	مَغْنِيَة
محبوب	Mahbub	مَحْبُوب
مهويد	Mahvid	مَهْوِيد
كيركوول	Kirkwall	كِيرْكْوُول
روحي	Ruhi	رَوْحِيّ
كلينتون	Clinton	كْلِينْتُون
ريسي	Rysy	رِيسِي
سانوا	Sannois	سَانْوَا
مكانتس	McCants	مَكَانْتْس
سانتيلي	Santelli	سَانْتِيلِّي
هوكتمبر	Sardarapat	هُوكْتِمْبِر
مكينون	McKinnon	مَكِينُون
مكلور	McClure	مَكْلُور
صفاك	Seffak	صِفَّاك
كيوريبتو	Curepto	كِيُورِيبْتُو
شربة	Serpa	شِرْبَة
الدهماني	Dahmani	دَهْمَانِيّ
مليحان	Malihan	مَلِيحَان
سيرامانا	Serramanna	سِيرَّامَانَّا
سيدلر	Seyyedlar	سَيِّدْلَر
شيفر	Shafer	شَيْفَر
شاكمبهري	Shakambhari	شَاكَمْبْهَرِي
مندانك	Mandanak	مَنْدَانَك
ديفايزيس	Devizes	دِيفَايْزِيس
الجباحية	Djebahia	جِبَاحِيَّة
شلواري	Shalvari	شَلْوَارِي
شميرانات	Shemiran	شِمِيرَانَات
مقدرة	Makedra	مَقِدْرَة
مقطع	Maqta	مَقْطَع
دوديلانج	Dudelange	دُودِيلَانْج
ايبولوا	Ebolowa	إِيبُولُوَا
إدواردس	Edwards	إِدْوَارْدْس
مقطع	Section	مَقْطَع
إكلاتوم	Ekallatum	إِكَلَاتُوم
إلكمونت	Elkmont	إِلْكْمُونْت
شيورين	Shivarin	شِيوَرِين
إركيللا	Ercilla	إِرْكِيلْلَا
شريفبورت	Shreveport	شْرِيفِبُورْت
شوشاندخت	Shushandukht	شُوشَانْدُخْت
سيليلي	Silili	سِيلِيلِي
مسلول	Maslul	مَسْلُول
يستيلنك	Estelnic	يْسْتِيلْنِك
مثكا	Mathkā	مَثْكَا
مورم	Mawram	مَوْرَم
بلاطة	Slab	بَلَاطَة
سلولي	Soluli	سُلُولِي
شوبرون	Sopron	شُوبْرُون
الفرقاني	Fergani	فِرْقَانِيّ
فيرمون	Fermont	فِيرْمُون
ميروبا	Mayrouba	مَيْرُوبَا
ميسن	Mysen	مَيْسِن
فولرتون	Fowlerton	فَوْلَرْتُون
مابلتون	Mapleton	مَابِلْتُون
ميسور	Mysore	مَيْسُور
سوفيتشيلي	Sovicille	سُوفِيتْشِيلِّي
تايني	Tainy	تَايْنِي
ميجيليتو	Miguelito	مِيجِيلِيتُو
غيسورن	Geisshorn	غِيسُورْن
ميكروكار	Microcar	مِيكْرُوكَار
ميلانيزيا	Melanesia	مِيلَانِيزِيَا
ميلاندري	Melandri	مِيلَانْدْرِي
ميليرفيل	Millerville	مِيلِيرْفِيل
ميلفيل	Melville	مِيلْفِيل
ميلفيل	Millville	مِيلْفِيل
توبري	Towbori	تَوْبُرِي
تريبي	Tripi	تْرِيبِي
ميناسا	MENASA	مِينَاسَا
مينتكيتش	Meenetkech	مِينِتْكِيتْش
مينياكا	Meñaka	مِينِيَاكَا
مينيسوتا	Minnesota	مِينِيسُوتَا
مينجورا	Mingora	مِينْجُورَا
مينوكوا	Minocqua	مِينُوكْوَا
هاستون	Halston	هَاسْتُون
مزيك	Mazik	مَزِيك
مزداران	Mazdaran	مَزْدَارَان
مشكات	Meshkat	مِشْكَات
مينونك	Minonk	مِينُونْك
مينورو	Minoru	مِينُورُو
مندوزا	Mendoza	مِنْدُوزَا
إغناثيو	Ignacio	إِغْنَاثِيُو
منساه	Mensah	مِنْسَاه
ميشار	Mišar	مِيشَار
ميشيلا	Michaela	مِيشِيلَا
مياكي	Miyake	مِيَاكِي
مياكي	Miyaki	مِيَاكِي
ميدلاندز	Midlands	مِيدْلَانْدْز
ميهوب	Mihoub	مِيهُوب
ميجندي	Mejandi	مِيجَنْدِي
توغبري	Tugabri	تُوغَبْرِي
ميكا	Mica	مِيكَا
ميكا	Mika	مِيكَا
ميكا	Myca	مِيكَا
ميرندا	Mirinda	مِيرِنْدَا
ميرين	Meereen	مِيرِين
ميرين	Meyrin	مِيرِين
ميرون	Meiron	مِيرُون
ميسن	Mesen	مِيسِن
ميسن	Mission	مِيسِن
كرغلين	Kargalin	كَرْغَلِين
ميسور	Missour	مِيسُور
كاسيغلوك	Kasigluk	كَاسِيغْلُوك
أواكيت	Uakit	أُوَاكِيت
كيتيلمير	Ketelmeer	كِيتِيلْمِير
ميلروز	Melrose	مِيلْرُوز
خركوية	Kharguiyeh	خَرْكُوِيَّة
ميلتاون	Milltown	مِيلْتَاوْن
ميلتونا	Miltona	مِيلْتُونَا
أويدا	Ueda	أُوِيدَا
ميزيا	Mesía	مِيزْيَا
أوغاريت	Ugarit	أُوغَارِيت
أوغاريت	UGARIT	أُوغَارِيت
أونالاكليت	Unalakleet	أُونَالَاكْلِيت
مينر	Miner	مِينَر
الهراويين	Lahraouyine	هْرَاوِيِّين
مينر	Minner	مِينَر
ممتاز	Mumtaz	مُمْتَاز
مرسية	Murcia	مُرْسِيَة
أونيتشا	Unecha	أُونِيتْشَا
موشاتيشت	Mușătești	مُوشَاتِيشْت
بارسينت	Parcent	بَارْسِينْت
مينتز	Mentz	مِينْتْز
مينتز	Mintz	مِينْتْز
أوجهورود	Uzhhorod	أُوجْهُورُود
مواكشا	Moacșa	مُوَاكْشَا
فاجليا	Vaglia	فَاجْلِيَا
فايتابي	Vaitape	فَايْتَابِي
ليبينثال	Liebenthal	لِيبِينْثَال
موغلان	Muglan	مُوغْلَان
ليتينهيم	Littenheim	لِيتِينْهَيِم
موكاوا	Mukawa	مُوكَاوَا
فلاديمورو	Valdemoro	فَلَادِيمُورُو
سلايتون	Slayton	سْلَايْتُون
مولتاتولي	Multatuli	مُولْتَاتُولِي
لوجيمو	Longjumeau	لُوجِيمُو
فالنزا	Valenza	فَالِنْزَا
ستانتون	Stanton	سْتَانْتُون
ميتاكس	Metakse	مِيتَاكْس
ميتيور	Meteor	مِيتِيُور
فالينهوس	Valinhos	فَالِينْهُوس
ميزة	Meeza	مِيزَة
فالندار	Vallendar	فَالِنْدَار
سوتونغا	Sottunga	سُوتُّونْغَا
مشابي	Mishabi	مِشَابِي
مشرفة	Mosharafa	مُشَرَفَة
مشرفة	Al-Musharifah	مُشَرِفَة
مشرفة	Mushrifah	مُشْرِفَة
مبتعة	Mibta'ah	مِبْتَعَة
فاليتا	Valletta	فَالِيتَا
محرر	Muharrir	مُحَرِّر
فاليثود	Vallithode	فَالِيثُود
مَتُزِنيُش	Matosinhos	مَتُزِنْيُش
مورانو	Murano	مُورَانُو
موراتا	Morata	مُورَاتَا
موراتا	Murata	مُورَاتَا
مقرب	Moqarrab	مُقَرَّب
مقرب	Muqarrab	مُقَرَّب
مرسي	Morsi	مُرْسِي
فالوغنس	Valognes	فَالُوغْنِس
فامبيتا	Vampeta	فَامْبِيتَا
مورسفيل	Mooresville	مُورْسْفِيل
متريت	Mitrit	مِتْرِيت
موريجاق	Murichaq	مُورِيجَاق
فاندويغ	Vandeweghe	فَانْدُويْغ
موريتس	Móricz	مُورِيتْس
فانغانل	Vanganel	فَانْغَانِل
امزفرون	Mzefroune	إِمْزِفْرُون
ثيوبالد	Theobald	ثِيُوبَالْد
فانغودي	Vangudi	فَانْغُودِي
موسو	Mosso	مُوسُو
موسوليني	Mussolini	مُوسُولِينِي
موزاية	Mouzaïa	مُوزَايَة
فانيه	Vanier	فَانِيِه
نامون	Namwon	نَامُون
فاندل	Vanndale	فَانْدَل
ناريف	Narew	نَارِيف
فانسفيل	Vansville	فَانْسْفِيل
ناروساوا	Narusawa	نَارُوسَاوَا
ناتالي	Natalie	نَاتَالِي
ناتالي	Nathalie	نَاتَالِي
ناتشوريزا	Natureza	نَاتْشُورِيزَا
ناتورنز	Naturns	نَاتُورْنْز
فانزي	Vanzay	فَانْزَي
أوريسكا	Oriska	أُورِيسْكَا
مورستان	Murestan	مُورِسْتَان
مورستان	Muristan	مُورِسْتَان
نايسفيل	Niceville	نَايْسْفِيل
فانزي	Vanzy	فَانْزِي
اوفرتون	Overton	أُوفَرْتُون
فيرفوريله	Vârfurile	فِيرْفُورِيلِه
ناريسكيون	Varisci	نَارِيسْكِيُون
نقيعة	Naqi'a	نَقِيعَة
بيكوليار	Peculiar	بِيكُولِيَار
مورفين	Morven	مُورْفِين
مورتيمر	Mortimer	مُورْتِيمَر
نتكاماني	Natakamani	نَتَكَامَانِي
موسى	Moses	مُوسَى
موسى	Mousa	مُوسَى
موسى	Moussa	مُوسَى
موسى	Musa	مُوسَى
فاروني	Varuni	فَارُونِي
موسير	Mosier	مُوسِير
فاتوتيني	Vatutine	فَاتُوتِينِي
نيجلن	Nijlen	نَيْجِلِن
نظرلو	Nazarlu	نَظَرْلُو
فيهايوكي	Pyhäjoki	فِيهَايُوكِي
نفتكامسك	Neftekamsk	نِفْتِكَامْسْك
فيرغاس	Vergas	فِيرْغَاس
كوادريل	Quadrelle	كُوَادْرِيل
الرحباني	Rahbani	رَحْبَانِيّ
ناشوريتا	Naturita	نَاشُورِيتَا
نابارنيز	Nabarniz	نَابَارْنِيز
نابس	Naps	نَابْس
نادان	Nadan	نَادَان
نافاسوتا	Navasota	نَافَاسُوتَا
نافنيت	Navneet	نَافْنِيت
نافساري	Navsari	نَافْسَارِي
ناغاشو	Naghachu	نَاغَاشُو
رينغيلاي	Ringelai	رِينْغِيلَاي
ناكس	Knucks	نَاكْس
رنشون	Ronchamp	رُنْشُون
نياسر	Niasar	نِيَاسَر
نيكوتشيا	Necochea	نِيكُوتْشِيَا
فيرغينا	Vergina	فِيرْغِينَا
فيرولي	Veroli	فِيرُولِي
نارك	Närke	نَارْك
نارسون	Narsun	نَارْسُون
نينيوس	Nennius	نِينْيُوس
نينورتا	Ninurta	نِينُورْتَا
نيتيدال	Nittedal	نِيتِيدَال
نغيرولمود	Ngerulmud	نْغِيرُولْمُود
نيانرونغ	Nyainrong	نْيَانْرُونْغ
الشيباني	Shaibani	شَيْبَانِيّ
فياماو	Viamão	فِيَامَاو
نواوة	Nuaveh	نُوَاوَة
نوبوهيرو	Nobuhiro	نُوبُوهِيرُو
سلبتون	Slapton	سْلَبْتُون
نوبوتاكا	Nobutaka	نُوبُوتَاكَا
نايتو	Naito	نَايْتُو
نايتو	Naitō	نَايْتُو
نبيهة	Safwa	نَبِيهَة
نوفاتك	Novatek	نُوفَاتِك
نفطال	Naftal	نَفْطَال
نهار	Nahar	نَهَار
نوندي	Noonday	نُونْدِي
بينديجون	Bendejun	بِينْدِيجُون
شترايش	Streich	شْتْرَايِش
نورهس	Nurhaci	نُورْهَس
نهلة	Nahla	نَهْلَة
نمين	Namin	نَمِين
نورتشا	Norcia	نُورْتْشَا
نورويتش	Norwich	نُورْوِيتْش
نوسن	Nossen	نُوسِن
نوتاريسكو	Notaresco	نُوتَارِيسْكُو
نوتشوان	Nuchavan	نُوتْشَوَان
قانصوه	Kansu	قَانْصُوه
قاقالو	Qaqalu	قَاقَالُو
قباطية	Qabatiya	قَبَاطِيَة
قدمكاه	Qadamgah	قَدَمْكَاه
فياني	Vianney	فِيَانِّي
فيكرز	Vickers	فَيْكَرْز
نيشيتا	Nechita	نِيشِيتَا
فياراسا	Villarrasa	فِيَارَاسَا
نيبا	Neba	نِيبَا
نيبلي	Nibley	نِيبْلِي
نيفادا	Nevada	نِيفَادَا
فانكلف	Vancleve	فَانْكْلِف
نيغاك	Neguac	نِيغَاك
نيغران	Nigrán	نِيغْرَان
نيكولس	Nichols	نِيكُولْس
قنا	Canna	قَنَّا
نيلس	Nils	نِيلْس
نيلو	Neelo	نِيلُو
قنطيت	Qantayt	قَنْطَيْت
قراتورة	Qaratureh	قَرَاتُورَة
قريس	Qeris	قِرِيس
قريضة	Qurayuah	قُرَيْضَة
فيلنوف	Villeneuve	فِيلِنُوف
نيوبي	Niobe	نِيُوبِي
نيوبطليموس	Neoptolemus	نِيُوبْطْلَيْمُوس
شينيانج	Xinyang	شِينِيَانْج
نيوفيلد	Newfield	نِيُوفِيلْد
نيوغا	Neoga	نِيُوغَا
اليوسفية	Youssoufia	يُوسُفِيَّة
اليوسفية	Yusufiyah	يُوسُفِيَّة
نيولا	Neola	نِيُولَا
قرومة	Guerrouma	قِرُومَة
قونوقوس	Gunugus	قُونُوقُوس
قورقنيا	Qurqania	قُورْقَنِيَا
بيرفآيلر	Bärweiler	بِيرْفَآيْلَر
قورصو	Corso	قُورْصُو
قوسار	Qusar	قُوسَار
قوتورلار	Quturlar	قُوتُورْلَار
راهوفتسي	Rahovtsi	رَاهُوفْتْسِي
راجوفارن	Raghuvaran	رَاجُوفَارَن
بيساجويرو	Pesaguero	بِيسَاجُوِيرُو
رامهرمز	Ramhormoz	رَامْهُرْمُز
رينولد	Reinhold	رَيْنُولْد
ركريو	Recreo	رِكْرِيُو
رنشن	Renchen	رِنْشِن
آندرناخ	Andernach	آنْدَرْنَاخ
رنغات	Rengat	رِنْغَات
انغلتون	Angleton	أَنْغِلْتُون
ريانتشو	Rianxo	رِيَانْتْشُو
رياردو	Riardo	رِيَارْدُو
براموكسي	Bramucci	بْرَامُوكْسِي
ارزوئيه	Arzuiyeh	أَرْزُوئِيِه
أتايجينا	Ataegina	أَتَايْجِينَا
ريدينغ	Reading	رِيدِينْغ
أتينهوفن	Attenhofen	أَتِينْهُوفِن
آورآختآل	Aurachtal	آوَرَآخْتَال
برينتوود	Brentwood	بْرِينْتْوُود
ريدفورد	Redford	رِيدْفُورْد
ريدجولو	Reggiolo	رِيدْجُولُو
ريدلر	Riddler	رِيدْلَر
قاقون	Qaqun	قَاقُون
قاطورة	Qatura	قَاطُورَة
ريفانتا	Revanta	رِيفَانْتَا
البيسارية	Bissariyeh	بِيسَّارِيَّة
ريفرغروف	Rivergrove	رِيفَرْغْرُوف
ريفيسفيل	Rivesville	رِيفِيسْفِيل
ريجيفورسل	Rijkevorsel	رِيجِيفُورْسِل
دافلويفيل	Daveluyville	دَافْلُويِفِيل
قهرود	Qohrud	قَهْرُود
ريكاردو	Ricardo	رِيكَارْدُو
ريكاردو	Riccardo	رِيكَارْدُو
ريمبلاس	Rimplas	رِيمْبْلَاس
قراقرم	Karakoram	قَرَاقُرَم
رينيبو	Rennebu	رِينِيبُو
رينغل	Ringle	رِينْغِل
قطان	Kattan	قَطَّان
كاستركوم	Castricum	كَاسْتْرِكُوم
قطان	Qotan	قُطَان
قفيص	Qufays	قُفَيْص
رينتيريا	Errenteria	رِينْتِيرِيَا
قريضة	Cistus	قُرَيْضَة
ريساكا	Resaca	رِيسَاكَا
فيليرز	Villiers	فِيلِيرْز
شويفينيرغ	Chöpfenberg	شُويِفِينْيِرْغ
تسيخانوف	Ciechanów	تِسِيخَانُوف
سيكونتنير	Cinquantenaire	سِيكُونْتْنِير
ريتافاس	Rietavas	رِيتَافَاس
ريانو	Reano	رِيَانُو
رميش	Rmaich	رْمَيْش
دمداباجا	Damdabaja	دَمْدَابَاجَا
فيرتال	Virtaal	فِيرْتَال
روايت	Roiate	رُوَايَت
روبيه	Roubaix	رُوبِيه
روبيكوني	Rubicon	رُوبِيكُونِي
رَشيد	Rashid	رَشِيد
راشيل	Rachel	رَاشِيل
رادكان	Radkan	رَادْكَان
رادنوفاس	Radnovac	رَادْنُوفَاس
رادو	Rado	رَادُو
روبليدو	Robledo	رُوبْلِيدُو
رودني	Rodney	رُودْنِي
فيسكونتي	Visconti	فِيسْكُونْتِي
راميتان	Romitan	رَامِيتَان
روينا	Rowena	رُوِينَا
رانبورن	Ranburne	رَانْبُورْن
جيفرسون	Geferson	جِيفِرْسُون
راندبورغ	Randburg	رَانْدْبُورْغ
راثبون	Rathbun	رَاثْبُون
غوودريتش	Goodrich	غُووُدْرِيتْش
راونج	Ravanj	رَاوَنْج
رايلاند	Rayland	رَايْلَانْد
رحالة	Planula	رَحَّالَة
رحالة	Rahhala	رَحَّالَة
رجعانة	Raj'anah	رَجْعَانَة
رمسيس	Ramesses	رَمْسِيس
رمسيس	Ramses	رَمْسِيس
روات	Rawat	رَوَات
رينز	Raines	رَيِنْز
ريدان	Raydān	رَيْدَان
ريمة	Raymah	رَيْمَة
روجينا	Rogena	رُوجِينَا
هيربرت	Heribert	هِيرِبِرْت
رزقة	Raziqah	رَزِقَة
حصارتشة	Hesarcheh	حِصَارْتْشَة
هيليورن	Hillehorn	هِيلِيُورْن
هيندسفيل	Hindsville	هِينْدْسْفِيل
هينيغاران	Hinigaran	هِينِيغَارَان
روكيسكيس	Rokiškis	رُوكِيسْكِيس
آيسلستاين	IJsselstein	آيْسِلْسْتَايِن
روماغنيس	Romagnese	رُومَاغْنِيس
رومينفيل	Romainville	رُومَيْنْفِيل
روات	Riwat	رِوَات
ايتاسكا	Itasca	إِيتَاسْكَا
روندا	Rhonda	رُونْدَا
روندا	Ronda	رُونْدَا
روسيندال	Roosendaal	رُوسِينْدَال
روسليبن	Roßleben	رُوسْلِيبِن
روتوراس	Roturas	رُوتُورَاس
روثرهام	Rotherham	رُوثَرْهَام
لآنغنتآل	Langenthal	لَآنْغْنِتآل
ساباوديا	Sabaudia	سَابَاوْدِيَا
سابيجنيس	Sapignies	سَابِيجْنِيس
سابينوف	Sabinov	سَابِينُوف
ريفير	Revere	رِيفِير
سادها	Sadha	سَادْهَا
سافوسافو	Savusavu	سَافُوسَافُو
كيتادايتو	Kitadaitō	كِيتَادَايْتُو
ريهام	Reham	رِيهَام
ساجت	Sauget	سَاجِت
كورستين	Korosten	كُورُسْتِين
ساليسفيل	Salesville	سَالِيسْفِيل
سامامبايا	Samambaia	سَامَامْبَايَا
ريمة	Rima	رِيمَة
فولبيلينو	Volpeglino	فُولْبِيلِينُو
سانيكيلي	Sanniquellie	سَانِيكِيلِي
ماكليلان	McClellan	مَاكْلِيلَان
فربلياني	Vrbljani	فَرْبْلْيَانِي
سارالانج	Saralanj	سَارَالَانْج
مازاتلان	Mazatlán	مَازَاتْلَان
سارانسك	Saransk	سَارَانْسْك
ساسنيس	Cisnes	سَاسْنِيس
ساواغوتشي	Sawaguchi	سَاوَاغُوتْشِي
سايفينسي	Syvänsi	سَايْفِينَسِي
صبارا	Sabará	صَبَارَا
سعير	Sa'ir	سَعِير
فاتسواف	Wacław	فَاتْسُوَاف
سغريك	Segrik	سِغْرِيك
موريفيلد	Moorefield	مُورِيفِيلْد
سمسلو	Samselu	سَمْسِلُو
سموعة	SamU'ah	سَمُوعَة
نصيرآباد	Nasirabad	نَصِيرَآبَاد
سموحة	Semoha	سِمُوحَة
سنتوريا	Centuria	سِنْتُورِيَا
صراصر	Sirasir	صِرَاصِر
سراوك	Saravak	سَرَاوَك
ميدرايفيل	Medaryville	مِيدَرَايِفِيل
ميلمايزل	Mehlmeisel	مِيلْمَايْزِل
سراوق	Sarawak	سَرَاوَق
سرايان	Sarayan	سَرَايَان
سرقسطة	Caesaraugusta	سَرَقُسْطَة
روكيكي	Rokicki	رُوكِيكِي
سرقسطة	Sarakusta	سَرَقُسْطَة
سرقسطة	Saraqusta	سَرَقُسْطَة
موندوجار	Mondújar	مُونْدُوجَار
سرقسطة	Zaragoza	سَرَقُسْطَة
كابيثويلا	Cabizuela	كَابِيثُويِلَا
المرناقية	Mornaguia	مُرْنَاقِيَة
المليحية	Mouilha	مُلَيْحِيَّة
سردينيا	Sardinia	سَرْدِينْيَا
سرقسطة	Cesaracosta	سَرَقُسْطَة
موسكاتاين	Muscatine	مُوسْكَاتَايْن
سخينوسا	Schoinoussa	سْخِينُوسَا
فاجنهاوزن	Wagenhausen	فَاجِنْهَاوْزِن
سعرد	Siirt	سِعِرْد
سغجا	Segezha	سِغِجَا
سكيوتا	Sciota	سْكِيُوتَا
سليسل	Silaysil	سِلَيْسِل
سلوفينيا	Slovenia	سْلُوفِينِيَا
صماخ	Smakh	صْمَاخ
سمندس	Smendes	سْمِنْدِس
سنغافورة	Singapore	سِنْغَافُورَة
سركسيان	Sargsyan	سَرْكْسْيَان
ساكاكيبارا	Sakakibara	سَاكَاكِيبَارَا
اونكوتان	Onekotan	أُونِكُوتَان
سالاي	Salai	سَالَاي
سالاي	Salaì	سَالَاي
كاربونيل	Carbonell	كَارْبُونِيل
صالح	Saleh	صَالِح
صالح	Salih	صَالِح
سنترتون	Centerton	سِنْتَرْتُون
سالتفيك	Saltvik	سَالْتْفِيك
سالونا	Salona	سَالُونَا
سنتريكا	Centrica	سِنْتْرِيكَا
ساموث	Samoth	سَامُوث
سيداليا	Sedalia	سِيدَالْيَا
سيدك	SDEK	سْيْدِك
سانداو	Sandau	سَانْدَاو
ساندرا	Sandra	سَانْدْرَا
سيدلس	Siedlce	سِيدْلْس
سيسيلتون	Cecilton	سِيسِيلْتُون
سيفالون	Cephalon	سِيفَالُون
قاضيزاده	Qazizadeh	قَاضِيزَادِه
ساركوسي	Sarcoxie	سَارْكُوسِي
سارتكة	Sartakeh	سَارْتَكَة
سيهيونغ	Siheung	سِيهِيُونْغ
رارانتشيو	Radancheto	رَارَانْتْشِيُو
سيلارد	Szilárd	سِيلَارْد
